No,year,month,day,hour,PM2_5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
27645.0,2016,4,25,20,54.0,123.0,6.0,23.0,500.0,153.0,21.1,1009.4,10.3,0.0,ESE,5.0,Aotizhongxin
27646.0,2016,4,25,21,90.0,264.0,11.0,38.0,1000.0,122.0,18.3,1011.0,9.9,0.0,SE,4.1,Aotizhongxin
27647.0,2016,4,25,22,154.0,210.0,15.0,38.0,1100.0,118.0,17.2,1011.9,9.4,0.0,SE,4.5,Aotizhongxin
27648.0,2016,4,25,23,124.0,150.0,13.0,30.0,900.0,119.0,16.3,1012.3,6.1,0.0,ESE,3.7,Aotizhongxin
27649.0,2016,4,26,0,88.0,99.0,15.0,30.0,1000.0,98.0,15.4,1012.5,5.3,0.0,ESE,3.0,Aotizhongxin
27650.0,2016,4,26,1,78.0,110.0,19.0,36.0,1400.0,77.0,14.6,1012.6,3.7,0.0,ESE,3.0,Aotizhongxin
27651.0,2016,4,26,2,76.0,101.0,23.0,32.0,1600.0,86.0,14.9,1012.8,3.7,0.0,ESE,1.4,Aotizhongxin
27652.0,2016,4,26,3,72.0,99.0,30.0,33.0,1700.0,84.0,14.7,1012.6,3.2,0.0,ESE,2.5,Aotizhongxin
27653.0,2016,4,26,4,69.0,101.0,40.0,39.0,2000.0,67.0,14.0,1012.7,3.4,0.0,ENE,1.7,Aotizhongxin
27654.0,2016,4,26,5,68.0,99.0,45.0,42.0,2200.0,51.0,13.9,1013.1,2.8,0.0,E,1.3,Aotizhongxin
27655.0,2016,4,26,6,62.0,89.0,44.0,43.0,2100.0,46.0,14.1,1012.8,2.9,0.0,E,1.7,Aotizhongxin
27656.0,2016,4,26,7,78.0,139.0,53.0,51.0,2700.0,37.0,14.5,1013.1,3.3,0.0,E,1.1,Aotizhongxin
27657.0,2016,4,26,8,71.0,126.0,53.0,55.0,2800.0,37.0,15.3,1013.3,2.8,0.0,ESE,2.6,Aotizhongxin
27658.0,2016,4,26,9,68.0,105.0,46.0,48.0,2200.0,49.0,15.8,1013.7,2.6,0.0,ESE,3.4,Aotizhongxin
27659.0,2016,4,26,10,64.0,109.0,44.0,39.0,1800.0,66.0,16.9,1014.0,2.8,0.0,E,2.8,Aotizhongxin
27660.0,2016,4,26,11,63.0,101.0,38.0,34.0,1600.0,81.0,18.5,1013.5,2.7,0.0,ESE,2.8,Aotizhongxin
27661.0,2016,4,26,12,74.0,106.0,40.0,37.0,1900.0,86.0,19.5,1012.8,3.6,0.0,SE,2.4,Aotizhongxin
27662.0,2016,4,26,13,78.0,130.0,41.0,36.0,1800.0,102.0,20.5,1011.8,4.1,0.0,E,1.8,Aotizhongxin
27663.0,2016,4,26,14,76.0,126.0,38.0,32.0,1400.0,127.0,20.8,1011.0,4.8,0.0,ESE,3.1,Aotizhongxin
27664.0,2016,4,26,15,79.0,112.0,30.0,29.0,1100.0,145.0,21.9,1009.9,4.4,0.0,SSE,2.8,Aotizhongxin
27665.0,2016,4,26,16,76.0,97.0,18.0,26.0,800.0,147.0,21.9,1009.3,4.9,0.0,SSE,2.8,Aotizhongxin
27666.0,2016,4,26,17,65.0,95.0,12.0,24.0,600.0,152.0,21.8,1009.5,4.4,0.0,SSE,2.4,Aotizhongxin
27667.0,2016,4,26,18,65.0,87.0,13.0,32.0,700.0,148.0,21.2,1009.7,3.8,0.0,SE,2.1,Aotizhongxin
27668.0,2016,4,26,19,66.0,78.0,12.0,30.0,700.0,153.0,20.0,1010.2,2.8,0.0,SE,2.0,Aotizhongxin
27669.0,2016,4,26,20,58.0,84.0,11.0,34.0,700.0,145.0,19.1,1011.1,4.8,0.0,SSE,1.7,Aotizhongxin
27670.0,2016,4,26,21,59.0,73.0,10.0,39.0,700.0,126.0,17.8,1011.3,3.6,0.0,SE,1.6,Aotizhongxin
27671.0,2016,4,26,22,53.0,54.0,9.0,36.0,600.0,124.0,16.6,1011.5,3.6,0.0,SSE,1.8,Aotizhongxin
27672.0,2016,4,26,23,64.0,112.0,12.0,45.0,800.0,99.0,15.6,1011.7,2.4,0.0,SSW,0.6,Aotizhongxin
27673.0,2016,4,27,0,74.0,86.0,14.0,48.0,900.0,86.0,13.8,1012.0,1.7,0.0,SSW,1.2,Aotizhongxin
27674.0,2016,4,27,1,78.0,78.0,12.0,57.0,800.0,70.0,12.9,1011.5,3.8,0.0,E,1.0,Aotizhongxin
27675.0,2016,4,27,2,69.0,94.0,11.0,41.0,800.0,95.0,12.0,1010.9,4.5,0.0,ESE,0.9,Aotizhongxin
27676.0,2016,4,27,3,80.0,94.0,10.0,40.0,1000.0,89.0,12.0,1010.5,5.2,0.0,N,0.4,Aotizhongxin
27677.0,2016,4,27,4,76.0,81.0,13.0,46.0,1000.0,100.2,11.8,1010.3,6.1,0.0,NE,0.2,Aotizhongxin
27678.0,2016,4,27,5,86.0,86.0,24.0,56.0,1600.0,41.0,12.0,1010.5,6.5,0.0,NE,0.2,Aotizhongxin
27679.0,2016,4,27,6,87.0,87.0,30.0,47.0,1700.0,49.0,12.6,1010.8,6.6,0.0,E,0.5,Aotizhongxin
27680.0,2016,4,27,7,69.0,75.0,24.0,39.0,1300.0,65.0,14.0,1011.1,5.6,0.0,SW,0.5,Aotizhongxin
27681.0,2016,4,27,8,73.0,77.0,24.0,43.0,1300.0,57.0,15.5,1011.5,4.8,0.0,SSW,1.1,Aotizhongxin
27682.0,2016,4,27,9,73.0,106.0,16.0,52.0,1100.0,50.0,16.5,1011.4,5.1,0.0,WNW,1.4,Aotizhongxin
27683.0,2016,4,27,10,89.0,99.0,9.0,53.0,1400.0,45.0,15.3,1011.3,8.3,0.0,NW,2.3,Aotizhongxin
27684.0,2016,4,27,11,78.0,78.0,11.0,40.0,1200.0,76.0,15.3,1011.0,8.5,0.0,NW,2.2,Aotizhongxin
27685.0,2016,4,27,12,83.2,85.2,10.0,40.0,1080.0,86.4,16.0,1010.5,9.0,0.0,NW,2.6,Aotizhongxin
27686.0,2016,4,27,13,77.0,77.0,9.0,34.0,900.0,110.0,16.8,1010.0,9.2,0.0,NW,2.6,Aotizhongxin
27687.0,2016,4,27,14,84.0,84.0,11.0,37.0,900.0,99.0,17.0,1009.6,8.7,0.0,NW,1.5,Aotizhongxin
27688.0,2016,4,27,15,88.0,88.0,10.0,36.0,1000.0,102.0,17.6,1009.2,8.7,0.0,W,2.4,Aotizhongxin
27689.0,2016,4,27,16,92.0,92.0,8.0,32.0,900.0,104.0,18.2,1008.8,8.7,0.0,WNW,1.5,Aotizhongxin
27690.0,2016,4,27,17,93.0,93.0,7.0,42.0,1100.0,82.0,17.2,1008.5,9.4,0.0,NE,0.9,Aotizhongxin
27691.0,2016,4,27,18,97.0,97.0,7.0,54.0,1100.0,75.0,18.2,1008.5,10.3,0.0,SW,1.2,Aotizhongxin
27692.0,2016,4,27,19,95.0,95.0,8.0,45.0,1100.0,139.0,17.8,1008.8,8.9,0.0,W,1.1,Aotizhongxin
27693.0,2016,4,27,20,111.0,114.0,5.0,71.0,1400.0,57.0,17.0,1009.0,10.1,0.0,W,1.1,Aotizhongxin
27694.0,2016,4,27,21,126.0,126.0,3.0,69.0,1300.0,42.0,16.2,1009.0,10.5,0.0,WNW,0.5,Aotizhongxin
27695.0,2016,4,27,22,127.0,127.0,3.0,67.0,1400.0,26.0,15.1,1009.1,11.3,0.0,ENE,1.2,Aotizhongxin
27696.0,2016,4,27,23,124.0,124.0,2.0,79.0,1500.0,2.0,13.5,1009.2,11.0,0.0,E,0.9,Aotizhongxin
27697.0,2016,4,28,0,122.0,122.0,2.0,76.0,1500.0,2.0,12.8,1009.2,11.0,0.0,ENE,0.8,Aotizhongxin
27698.0,2016,4,28,1,137.0,137.0,2.0,74.0,1400.0,2.0,12.2,1009.3,10.9,0.0,NE,0.7,Aotizhongxin
27699.0,2016,4,28,2,144.0,144.0,2.0,64.0,1300.0,6.0,12.4,1009.3,10.8,0.0,SE,0.3,Aotizhongxin
27700.0,2016,4,28,3,138.0,138.0,2.0,53.0,1000.0,17.0,11.5,1009.3,9.9,0.0,SE,0.3,Aotizhongxin
27701.0,2016,4,28,4,124.0,124.0,2.0,48.0,1000.0,22.0,11.3,1009.7,10.0,0.0,ENE,0.9,Aotizhongxin
27702.0,2016,4,28,5,115.0,115.0,2.0,42.0,900.0,30.0,10.9,1010.1,9.3,0.0,ENE,0.4,Aotizhongxin
27703.0,2016,4,28,6,109.0,109.0,2.0,61.0,1000.0,4.0,11.3,1010.9,8.7,0.0,NE,1.0,Aotizhongxin
27704.0,2016,4,28,7,116.0,116.0,2.0,64.0,1100.0,2.0,14.2,1011.6,7.9,0.0,NNE,1.9,Aotizhongxin
27705.0,2016,4,28,8,112.0,118.0,5.0,59.0,1000.0,21.0,16.7,1012.3,8.9,0.0,NE,1.9,Aotizhongxin
27706.0,2016,4,28,9,107.0,141.0,10.0,50.0,1000.0,48.0,18.9,1012.7,9.9,0.0,NNE,1.8,Aotizhongxin
27707.0,2016,4,28,10,102.0,102.0,19.0,44.0,1300.0,80.0,21.4,1012.7,6.5,0.0,SSE,2.3,Aotizhongxin
27708.0,2016,4,28,11,90.0,99.0,25.0,38.0,1500.0,114.0,22.2,1012.4,6.0,0.0,SSE,3.0,Aotizhongxin
27709.0,2016,4,28,12,80.0,103.0,19.0,32.0,1200.0,136.0,23.4,1011.7,6.2,0.0,SSE,2.8,Aotizhongxin
27710.0,2016,4,28,13,89.0,107.0,17.0,28.0,1100.0,170.0,24.4,1010.7,7.5,0.0,S,2.8,Aotizhongxin
27711.0,2016,4,28,14,97.0,105.0,15.0,28.0,1000.0,208.0,25.1,1009.6,8.1,0.0,S,2.9,Aotizhongxin
27712.0,2016,4,28,15,90.0,105.0,8.0,24.0,800.0,220.0,25.6,1008.6,7.7,0.0,S,4.2,Aotizhongxin
27713.0,2016,4,28,16,66.0,81.0,5.0,20.0,600.0,209.0,25.1,1007.3,7.7,0.0,SSE,3.7,Aotizhongxin
27714.0,2016,4,28,17,55.0,61.0,4.0,19.0,500.0,205.0,24.7,1007.1,6.4,0.0,SSE,2.4,Aotizhongxin
27715.0,2016,4,28,18,53.0,72.0,4.0,18.0,500.0,190.0,22.9,1007.1,5.3,0.0,SE,3.3,Aotizhongxin
27716.0,2016,4,28,19,55.0,79.0,7.0,25.0,600.0,172.0,21.1,1008.6,4.6,0.0,ESE,3.3,Aotizhongxin
27717.0,2016,4,28,20,47.0,125.0,7.0,40.0,800.0,121.0,19.8,1007.7,5.8,0.0,SSE,4.5,Aotizhongxin
27718.0,2016,4,28,21,55.0,106.0,5.0,46.0,800.0,92.0,18.1,1009.1,4.3,0.0,SE,2.2,Aotizhongxin
27719.0,2016,4,28,22,45.0,63.0,6.0,56.0,800.0,65.0,16.8,1009.2,3.5,0.0,ESE,2.0,Aotizhongxin
27720.0,2016,4,28,23,45.0,63.0,7.0,57.0,900.0,52.0,15.6,1009.4,3.4,0.0,E,1.4,Aotizhongxin
27721.0,2016,4,29,0,37.0,48.0,6.0,57.0,600.0,47.0,14.2,1009.1,3.3,0.0,E,1.3,Aotizhongxin
27722.0,2016,4,29,1,37.0,48.0,7.0,58.0,500.0,35.0,14.3,1008.4,3.4,0.0,ESE,1.8,Aotizhongxin
27723.0,2016,4,29,2,33.0,40.0,7.0,48.0,500.0,44.0,13.7,1008.1,3.7,0.0,ENE,1.3,Aotizhongxin
27724.0,2016,4,29,3,30.0,37.0,7.0,52.0,600.0,39.0,12.3,1007.7,3.8,0.0,E,1.1,Aotizhongxin
27725.0,2016,4,29,4,31.0,39.0,6.0,57.0,600.0,83.2,11.8,1007.7,3.8,0.0,ENE,1.4,Aotizhongxin
27726.0,2016,4,29,5,34.0,34.0,8.0,43.0,500.0,36.0,12.3,1007.3,3.5,0.0,ENE,1.2,Aotizhongxin
27727.0,2016,4,29,6,42.0,42.0,11.0,47.0,600.0,34.0,12.0,1007.2,4.0,0.0,E,1.5,Aotizhongxin
27728.0,2016,4,29,7,51.0,58.0,17.0,52.0,1200.0,27.0,13.5,1007.2,4.4,0.0,E,1.2,Aotizhongxin
27729.0,2016,4,29,8,64.0,79.0,28.0,53.0,2000.0,29.0,14.7,1007.4,4.9,0.0,ENE,2.1,Aotizhongxin
27730.0,2016,4,29,9,77.0,98.0,32.0,47.0,1900.0,41.0,16.0,1007.0,5.9,0.0,NE,1.5,Aotizhongxin
27731.0,2016,4,29,10,94.0,108.0,31.0,44.0,1500.0,55.0,17.5,1006.4,8.4,0.0,ENE,1.8,Aotizhongxin
27732.0,2016,4,29,11,117.0,127.0,31.0,41.0,1800.0,75.0,19.6,1005.6,9.5,0.0,E,1.6,Aotizhongxin
27733.0,2016,4,29,12,144.0,160.0,33.0,37.0,1900.0,109.0,20.7,1004.3,11.1,0.0,S,2.1,Aotizhongxin
27734.0,2016,4,29,13,173.0,173.0,32.0,35.0,1900.0,142.0,22.1,1002.8,10.9,0.0,S,2.4,Aotizhongxin
27735.0,2016,4,29,14,189.0,281.0,30.0,32.0,1700.0,186.0,23.6,1001.4,11.0,0.0,SSW,2.9,Aotizhongxin
27736.0,2016,4,29,15,195.0,195.0,28.0,27.0,1400.0,226.0,25.1,999.6,10.5,0.0,SW,3.5,Aotizhongxin
27737.0,2016,4,29,16,166.0,166.0,23.0,23.0,1100.0,238.0,25.1,998.6,10.5,0.0,SSW,3.0,Aotizhongxin
27738.0,2016,4,29,17,175.0,175.0,23.0,30.0,1300.0,227.0,24.2,999.9,10.8,0.0,NNE,1.6,Aotizhongxin
27739.0,2016,4,29,18,205.0,205.0,17.0,39.0,1500.0,194.0,23.1,997.5,12.4,0.0,SSE,3.2,Aotizhongxin
27740.0,2016,4,29,19,184.0,184.0,21.0,42.0,1700.0,183.0,22.9,998.2,11.9,0.0,NW,1.2,Aotizhongxin
27741.0,2016,4,29,20,190.0,190.0,14.0,54.0,1700.0,140.0,21.0,998.6,12.4,0.0,E,1.2,Aotizhongxin
27742.0,2016,4,29,21,203.0,203.0,10.0,72.0,1900.0,77.0,19.7,998.9,12.7,0.0,NE,1.2,Aotizhongxin
27743.0,2016,4,29,22,212.0,212.0,9.0,100.0,2100.0,30.0,19.0,999.8,12.5,0.0,ESE,1.2,Aotizhongxin
27744.0,2016,4,29,23,226.0,226.0,9.0,73.0,2000.0,67.0,17.3,999.8,12.6,0.0,SE,1.0,Aotizhongxin
27745.0,2016,4,30,0,238.0,238.0,7.0,103.0,2200.0,6.0,16.8,999.3,12.3,0.0,WNW,0.4,Aotizhongxin
27746.0,2016,4,30,1,251.0,251.0,5.0,101.0,2000.0,2.0,16.2,999.3,12.4,0.0,NE,0.8,Aotizhongxin
27747.0,2016,4,30,2,232.0,232.0,6.0,73.0,1800.0,40.0,15.4,999.3,12.3,0.0,ENE,0.6,Aotizhongxin
27748.0,2016,4,30,3,214.0,214.0,4.0,72.0,1700.0,27.0,14.5,998.8,12.2,0.0,NW,0.4,Aotizhongxin
27749.0,2016,4,30,4,216.0,216.0,3.0,90.0,1700.0,2.0,13.6,998.9,12.0,0.0,ENE,1.0,Aotizhongxin
27750.0,2016,4,30,5,216.0,216.0,3.0,97.0,1800.0,2.0,12.8,999.4,11.4,0.0,ESE,0.9,Aotizhongxin
27751.0,2016,4,30,6,215.0,215.0,2.0,96.0,1800.0,2.0,13.6,999.7,11.5,0.0,NNE,0.7,Aotizhongxin
27752.0,2016,4,30,7,208.0,208.0,4.0,88.0,1700.0,6.0,16.9,1000.0,11.2,0.0,N,2.0,Aotizhongxin
27753.0,2016,4,30,8,194.0,194.0,9.0,66.0,1600.0,41.0,18.5,1000.4,11.1,0.0,NNE,2.6,Aotizhongxin
27754.0,2016,4,30,9,181.0,181.0,15.0,52.0,1500.0,82.0,21.1,1000.1,11.1,0.0,NNE,2.4,Aotizhongxin
27755.0,2016,4,30,10,149.0,149.0,20.0,32.0,1300.0,135.0,23.9,1000.1,11.6,0.0,ESE,1.5,Aotizhongxin
27756.0,2016,4,30,11,133.0,133.0,18.0,23.0,1300.0,185.0,26.0,999.5,12.8,0.0,SSE,1.5,Aotizhongxin
27757.0,2016,4,30,12,136.0,136.0,17.0,26.0,1200.0,212.0,27.1,998.6,11.2,0.0,SSE,2.6,Aotizhongxin
27758.0,2016,4,30,13,145.0,145.0,16.0,29.0,1300.0,240.0,28.2,997.7,12.1,0.0,SE,3.4,Aotizhongxin
27759.0,2016,4,30,14,162.0,162.0,14.0,28.0,1100.0,281.0,28.9,997.0,12.3,0.0,SSE,2.9,Aotizhongxin
27760.0,2016,4,30,15,115.0,154.0,12.0,21.0,900.0,271.0,30.0,996.0,12.9,0.0,SSE,2.5,Aotizhongxin
27761.0,2016,4,30,16,86.0,96.0,10.0,17.0,700.0,243.0,30.4,995.3,13.7,0.0,SE,2.7,Aotizhongxin
27762.0,2016,4,30,17,78.0,95.0,11.0,16.0,700.0,232.0,29.1,995.2,15.2,0.0,SE,2.9,Aotizhongxin
27763.0,2016,4,30,18,97.0,212.0,15.0,24.0,1200.0,247.0,26.8,995.3,15.8,0.0,SE,4.2,Aotizhongxin
27764.0,2016,4,30,19,111.0,160.0,12.0,25.0,1000.0,192.0,25.1,996.3,15.4,0.0,SE,3.8,Aotizhongxin
27765.0,2016,4,30,20,112.0,117.0,10.0,24.0,1000.0,157.0,24.0,997.3,15.2,0.0,SE,2.3,Aotizhongxin
27766.0,2016,4,30,21,129.0,129.0,10.0,28.0,1100.0,133.0,22.5,997.3,15.1,0.0,ESE,3.3,Aotizhongxin
27767.0,2016,4,30,22,143.0,143.0,10.0,28.0,1100.0,118.0,21.5,997.5,14.9,0.0,ESE,3.3,Aotizhongxin
27768.0,2016,4,30,23,163.0,163.0,10.0,25.0,1200.0,123.0,20.7,997.7,14.3,0.0,ESE,2.9,Aotizhongxin
27769.0,2016,5,1,0,176.0,176.0,11.0,24.0,1200.0,133.0,19.5,998.1,13.9,0.0,E,1.6,Aotizhongxin
27770.0,2016,5,1,1,175.0,175.0,12.0,23.0,1300.0,136.0,19.3,997.8,14.3,0.0,ENE,2.0,Aotizhongxin
27771.0,2016,5,1,2,165.0,165.0,12.0,19.0,1100.0,129.0,18.8,997.4,13.9,0.0,ENE,1.6,Aotizhongxin
27772.0,2016,5,1,3,171.0,171.0,13.0,23.0,1500.0,112.0,18.1,997.1,13.4,0.0,E,1.4,Aotizhongxin
27773.0,2016,5,1,4,190.0,190.0,16.0,23.0,1900.0,134.2,17.0,996.7,13.3,0.0,ENE,0.4,Aotizhongxin
27774.0,2016,5,1,5,207.0,207.0,14.0,35.0,1900.0,54.0,16.3,996.7,13.0,0.0,SE,0.4,Aotizhongxin
27775.0,2016,5,1,6,201.0,201.0,12.0,41.0,2300.0,37.0,15.9,997.0,13.0,0.0,NE,0.1,Aotizhongxin
27776.0,2016,5,1,7,194.0,194.0,20.0,37.0,2700.0,64.0,18.3,997.3,13.4,0.0,ENE,0.9,Aotizhongxin
27777.0,2016,5,1,8,185.0,185.0,37.0,30.0,2700.0,94.0,19.8,997.6,13.0,0.0,ENE,1.4,Aotizhongxin
27778.0,2016,5,1,9,190.0,190.0,46.0,32.0,2800.0,101.0,21.2,997.3,13.1,0.0,ESE,2.0,Aotizhongxin
27779.0,2016,5,1,10,191.0,191.0,49.0,34.0,2800.0,114.0,22.5,997.2,14.1,0.0,ESE,2.0,Aotizhongxin
27780.0,2016,5,1,11,204.0,204.0,48.0,36.0,2800.0,128.0,24.5,997.0,14.6,0.0,ESE,1.9,Aotizhongxin
27781.0,2016,5,1,12,210.0,210.0,47.0,31.0,3000.0,175.0,24.0,996.6,14.4,0.0,SE,2.2,Aotizhongxin
27782.0,2016,5,1,13,225.0,225.0,45.0,31.0,3000.0,212.0,26.0,995.8,15.4,0.0,SW,0.9,Aotizhongxin
27783.0,2016,5,1,14,224.0,224.0,42.0,29.0,2700.0,247.0,27.3,995.2,16.0,0.0,E,1.9,Aotizhongxin
27784.0,2016,5,1,15,226.0,226.0,36.0,26.0,2300.0,277.0,28.0,994.2,16.0,0.0,ESE,0.9,Aotizhongxin
27785.0,2016,5,1,16,209.0,209.0,32.0,21.0,2000.0,292.0,27.8,993.6,15.1,0.0,SSW,1.3,Aotizhongxin
27786.0,2016,5,1,17,203.0,203.0,28.0,24.0,1900.0,289.0,27.9,993.5,15.5,0.0,NW,0.7,Aotizhongxin
27787.0,2016,5,1,18,192.0,192.0,23.0,34.0,2300.0,256.0,26.3,994.0,16.8,0.0,ENE,1.5,Aotizhongxin
27788.0,2016,5,1,19,229.0,229.0,20.0,39.0,2700.0,211.0,25.1,995.0,16.5,0.0,NNE,0.8,Aotizhongxin
27789.0,2016,5,1,20,245.0,245.0,18.0,42.0,2900.0,167.0,24.2,996.5,16.7,0.0,S,1.1,Aotizhongxin
27790.0,2016,5,1,21,222.0,222.0,19.0,50.0,2300.0,108.0,27.0,998.1,13.0,0.0,SW,4.5,Aotizhongxin
27791.0,2016,5,1,22,105.0,105.0,16.0,41.0,1400.0,96.0,26.3,997.4,13.1,0.0,SW,1.3,Aotizhongxin
27792.0,2016,5,1,23,61.0,61.0,12.0,26.0,700.0,98.0,25.3,997.5,14.1,0.0,SW,1.6,Aotizhongxin
27793.0,2016,5,2,0,93.0,93.0,9.0,24.0,1100.0,124.0,24.3,998.9,13.2,0.0,NW,1.3,Aotizhongxin
27794.0,2016,5,2,1,92.0,92.0,7.0,20.0,800.0,106.0,23.5,999.0,13.4,0.0,NW,2.1,Aotizhongxin
27795.0,2016,5,2,2,45.0,45.0,6.0,14.0,200.0,79.0,22.5,999.6,8.9,0.0,NNW,2.3,Aotizhongxin
27796.0,2016,5,2,3,35.0,72.0,4.0,7.0,200.0,98.0,21.7,1000.3,7.5,0.0,NNW,4.4,Aotizhongxin
27797.0,2016,5,2,4,21.0,21.0,3.0,7.0,200.0,97.0,20.4,1001.3,4.0,0.0,NNW,3.1,Aotizhongxin
27798.0,2016,5,2,5,22.0,36.0,3.0,7.0,200.0,101.0,19.0,1002.2,4.7,0.0,NNW,5.2,Aotizhongxin
27799.0,2016,5,2,6,27.0,66.0,2.0,8.0,200.0,101.0,17.0,1003.5,4.6,0.0,NNW,3.9,Aotizhongxin
27800.0,2016,5,2,7,47.0,113.0,2.0,9.0,200.0,96.0,16.5,1004.5,4.8,0.0,NW,3.9,Aotizhongxin
27801.0,2016,5,2,8,82.0,250.0,2.0,9.0,200.0,87.0,14.2,1005.9,7.0,0.8,N,3.4,Aotizhongxin
27802.0,2016,5,2,9,75.0,167.0,2.0,11.0,200.0,85.0,15.5,1006.4,7.5,0.6,NNW,3.1,Aotizhongxin
27803.0,2016,5,2,10,26.0,76.0,2.0,12.0,300.0,89.0,13.3,1006.9,9.4,1.6,NNW,3.3,Aotizhongxin
27804.0,2016,5,2,11,26.0,55.0,2.0,14.0,300.0,79.0,13.4,1007.2,8.5,0.1,NNW,2.7,Aotizhongxin
27805.0,2016,5,2,12,27.0,36.0,2.0,14.0,300.0,73.0,12.4,1007.1,9.4,1.1,NNW,2.9,Aotizhongxin
27806.0,2016,5,2,13,33.0,57.0,2.0,12.0,300.0,70.0,12.2,1006.8,8.8,1.2,NNW,3.0,Aotizhongxin
27807.0,2016,5,2,14,32.0,49.0,2.0,12.0,300.0,64.0,11.7,1006.7,9.3,1.1,NNE,2.4,Aotizhongxin
27808.0,2016,5,2,15,30.0,43.0,2.0,13.0,300.0,58.0,11.3,1006.0,9.4,2.0,NE,2.2,Aotizhongxin
27809.0,2016,5,2,16,53.0,86.0,2.0,15.0,300.0,52.0,11.5,1005.0,9.1,0.6,NNE,2.7,Aotizhongxin
27810.0,2016,5,2,17,63.0,113.0,2.0,14.0,200.0,50.0,11.7,1003.6,8.5,0.4,ENE,4.4,Aotizhongxin
27811.0,2016,5,2,18,41.0,77.0,2.0,14.0,300.0,51.0,12.3,1004.0,8.4,0.0,NNW,2.1,Aotizhongxin
27812.0,2016,5,2,19,55.0,113.0,2.0,19.0,300.0,35.0,12.5,1004.6,8.6,0.0,N,1.1,Aotizhongxin
27813.0,2016,5,2,20,51.0,82.0,2.0,30.0,400.0,20.0,13.4,1004.6,7.4,0.0,NNW,2.6,Aotizhongxin
27814.0,2016,5,2,21,57.0,97.0,2.0,32.0,400.0,18.0,13.8,1004.8,6.9,0.0,NNW,2.3,Aotizhongxin
27815.0,2016,5,2,22,51.0,86.0,2.0,28.0,300.0,26.0,13.8,1004.1,6.4,0.0,NNE,1.7,Aotizhongxin
27816.0,2016,5,2,23,39.0,73.0,2.0,25.0,300.0,34.0,11.3,1003.3,8.2,0.0,NE,0.9,Aotizhongxin
27817.0,2016,5,3,0,49.0,91.0,2.0,41.0,400.0,4.0,10.4,1002.3,8.7,0.0,NW,0.1,Aotizhongxin
27818.0,2016,5,3,1,45.0,70.0,2.0,37.0,300.0,9.0,9.5,1000.9,8.3,0.0,SW,0.3,Aotizhongxin
27819.0,2016,5,3,2,38.0,77.0,2.0,42.0,300.0,2.0,9.1,1000.3,8.0,0.0,WSW,0.6,Aotizhongxin
27820.0,2016,5,3,3,37.0,71.0,2.0,34.0,500.0,2.0,9.3,999.3,7.4,0.0,W,1.0,Aotizhongxin
27821.0,2016,5,3,4,32.0,60.0,2.0,30.0,400.0,48.6,11.4,998.5,5.9,0.0,W,2.0,Aotizhongxin
27822.0,2016,5,3,5,26.0,26.0,2.0,34.0,400.0,14.0,12.9,998.1,2.4,0.0,WNW,2.8,Aotizhongxin
27823.0,2016,5,3,6,12.0,18.0,2.0,33.0,400.0,35.0,14.1,998.0,0.0,0.0,WNW,2.6,Aotizhongxin
27824.0,2016,5,3,7,17.0,54.0,3.0,36.0,700.0,33.0,15.8,998.0,-0.5,0.0,NW,3.0,Aotizhongxin
27825.0,2016,5,3,8,19.0,76.0,4.0,26.0,400.0,51.0,17.8,997.8,-1.0,0.0,NW,3.1,Aotizhongxin
27826.0,2016,5,3,9,15.0,22.0,2.0,18.0,300.0,69.0,19.3,997.5,-1.2,0.0,NW,3.7,Aotizhongxin
27827.0,2016,5,3,10,17.0,23.0,2.0,18.0,300.0,86.0,21.2,996.9,-2.0,0.0,NW,4.0,Aotizhongxin
27828.0,2016,5,3,11,9.0,9.0,2.0,15.0,200.0,103.0,22.5,996.5,-4.6,0.0,NW,5.6,Aotizhongxin
27829.0,2016,5,3,12,24.0,24.0,2.0,14.0,200.0,115.0,23.6,995.8,-6.5,0.0,NW,6.0,Aotizhongxin
27830.0,2016,5,3,13,15.0,33.0,2.0,14.0,200.0,117.0,24.5,995.5,-7.9,0.0,NW,5.7,Aotizhongxin
27831.0,2016,5,3,14,3.0,41.0,2.0,14.0,200.0,115.0,25.5,994.8,-11.2,0.0,NW,4.8,Aotizhongxin
27832.0,2016,5,3,15,17.0,85.0,2.0,15.0,200.0,112.0,25.7,994.0,-11.1,0.0,NW,5.7,Aotizhongxin
27833.0,2016,5,3,16,15.0,88.0,2.0,15.0,200.0,110.0,26.1,993.8,-10.8,0.0,NW,5.7,Aotizhongxin
27834.0,2016,5,3,17,15.0,87.0,2.0,17.0,200.0,109.0,26.1,994.3,-10.8,0.0,NNW,4.8,Aotizhongxin
27835.0,2016,5,3,18,12.0,85.0,2.0,20.0,200.0,103.0,25.6,994.9,-9.7,0.0,NW,3.8,Aotizhongxin
27836.0,2016,5,3,19,20.0,61.0,2.0,23.0,200.0,99.0,24.5,996.0,-9.2,0.0,NW,2.6,Aotizhongxin
27837.0,2016,5,3,20,14.0,57.0,2.0,27.0,300.0,92.0,23.5,997.2,-7.6,0.0,NW,2.3,Aotizhongxin
27838.0,2016,5,3,21,11.0,51.0,2.0,35.0,300.0,76.0,21.8,998.4,-6.9,0.0,NW,1.3,Aotizhongxin
